,NAME,ADDRESS,CITY,STATE,ZIP,OWNER,BEDS,RATING
3097,CASTLEVIEW HOSPITAL,300 NORTH HOSPITAL DRIVE,PRICE,UT,84501,PROPRIETARY,49.0,2.7
3098,BEAVER VALLEY HOSPITAL,1109 NORTH 100 WEST STREET,BEAVER,UT,84713,GOVERNMENT - LOCAL,49.0,3.6
3099,GARFIELD MEMORIAL HOSPITAL,200 NORTH 400 EAST,PANGUITCH,UT,84759,NON-PROFIT,41.0,N/A
3100,HEALTHSOUTH REHABILITATION HOSPITAL DAYTON,ONE ELIZABETH PLACE,DAYTON,OH,45417,PROPRIETARY,50.0,N/A
3101,UINTAH BASIN MEDICAL CENTER,250 WEST 300 NORTH,ROOSEVELT,UT,84066,NON-PROFIT,124.0,3.6
3102,UINTAH BASIN CARE AND REHABILITATION,187 WEST LAGOON STREET,ROOSEVELT,UT,84066,NOT AVAILABLE,-999.0,N/A
3103,SOUTH DAVIS COMMUNITY HOSPITAL,401 SOUTH 400 EAST,BOUNTIFUL,UT,84010,NON-PROFIT,176.0,3.8
3104,LAKEVIEW HOSPITAL,630 MEDICAL DRIVE,BOUNTIFUL,UT,84010,PROPRIETARY,119.0,4.3
3105,DAVIS HOSPITAL AND MEDICAL CENTER,1600 WEST ANTELOPE DRIVE,LAYTON,UT,84041,PROPRIETARY,200.0,3.4
3106,"REMUDA RANCH CENTER FOR ANOREXIA AND BULIMIA, INC",1245 JACK BURDEN ROAD,WICKENBURG,AZ,85390,NOT AVAILABLE,-999.0,N/A
3107,KINDRED HOSPITAL - LAS VEGAS (FLAMINGO CAMPUS),2250 E FLAMINGO RD,LAS VEGAS,NV,89119,PROPRIETARY,52.0,3.5
3108,RIVERVIEW HEALTH INSTITUTE,ONE ELIZABETH PLACE,DAYTON,OH,45417,PROPRIETARY,12.0,5.0
3109,BENCHMARK REGIONAL HOSPITAL,592 WEST 1350 SOUTH,WOODS CROSS,UT,84010,PROPRIETARY,84.0,N/A
3110,ASHLEY VALLEY MEDICAL CENTER,151 WEST 200 NORTH,VERNAL,UT,84078,PROPRIETARY,39.0,N/A
3111,MIAMI VALLEY HOSPITAL SOUTH,2400 MIAMI VALLEY DRIVE,CENTERVILLE,OH,45459,NON-PROFIT,87.0,3.0
3112,OHIOHEALTH MANSFIELD HOSPITAL,335 GLESSNER AVENUE,MANSFIELD,OH,44903,NON-PROFIT,358.0,2.5
3113,ST CHARLES - MADRAS,470 NE A STREET,MADRAS,OR,97741,NON-PROFIT,-999.0,3.2
3114,GRANDVIEW HOSPITAL & MEDICAL CENTER,405 GRAND AVENUE,DAYTON,OH,45405,NON-PROFIT,289.0,4.5
3115,MOUNTAIN VIEW HOSPITAL,1000 EAST 100 NORTH (HWY198),PAYSON,UT,84651,PROPRIETARY,114.0,2.9
3116,MERCY FRANKLIN CENTER,1818 48TH STREET,DES MOINES,IA,50310,NON-PROFIT,18.0,4.2
3117,PERRY COUNTY MEMORIAL HOSPITAL,ONE HOSPITAL RD,TELL CITY,IN,47586,GOVERNMENT - LOCAL,25.0,3.0
3118,KETTERING MEDICAL CENTER,3535 SOUTHERN BOULEVARD,KETTERING,OH,45429,NON-PROFIT,456.0,4.5
3119,UTAH VALLEY REGIONAL MEDICAL CENTER,1034 NORTH 500 WEST,PROVO,UT,84604,NON-PROFIT,367.0,3.6
3120,AMERICAN FORK HOSPITAL,170 NORTH 1100 EAST,AMERICAN FORK,UT,84003,NON-PROFIT,88.0,3.5
3121,BROADLAWNS MEDICAL CENTER,1801 HICKMAN ROAD,DES MOINES,IA,50314,GOVERNMENT - LOCAL,200.0,3.2
3122,OREM COMMUNITY HOSPITAL,331 NORTH 400 WEST,OREM,UT,84057,NON-PROFIT,18.0,N/A
3123,KAISER FOUNDATION HOSPITAL - WESTSIDE,2875 NW STUCKI AVE,HILLSBORO,OR,97124,NOT AVAILABLE,-999.0,3.8
3124,KINDRED HOSPITAL - LAS VEGAS AT DESERT SPRINGS HOS,"2075 EAST FLAMINGO ROAD,FIFTH FLOOR",LAS VEGAS,NV,89119,NOT AVAILABLE,-999.0,N/A
3125,TIMPANOGOS REGIONAL HOSPITAL,750 WEST 800 NORTH,OREM,UT,84057,PROPRIETARY,117.0,4.3
3126,UTAH STATE HOSPITAL,1300 EAST CENTER STREET,PROVO,UT,84606,GOVERNMENT - STATE,329.0,3.3
3127,ARIZONA STATE FORENSIC HOSPITAL,501 NORTH 24TH STREET,PHOENIX,AZ,85008,GOVERNMENT - STATE,-999.0,3.6
3128,ELLSWORTH MUNICIPAL HOSPITAL,110 ROCKSYLVANIA AVENUE,IOWA FALLS,IA,50126,GOVERNMENT - LOCAL,23.0,N/A
3129,KETTERING YOUTH SERVICES,5350 LAMME ROAD,DAYTON,OH,45439,NON-PROFIT,60.0,3.8
3130,SYCAMORE MEDICAL CENTER,4000 MIAMISBURG-CENTERVILLE ROAD,MIAMISBURG,OH,45342,NON-PROFIT,108.0,4.5
3131,MINDEN FAMILY MEDICINE AND COMPLETE CARE,"1649 LUCERNE ST,UNIT A & B",MINDEN,NV,89423,NOT AVAILABLE,-999.0,2.4
3132,LIFE CARE HOSPITALS OF DAYTON,4000 MIAMISBURG-CENTERVILLE ROAD,MIAMISBURG,OH,45342,PROPRIETARY,44.0,3.0
3133,KINDRED HOSPITALS-DAYTON,707 EAST EDWIN C MOSES BLVD,DAYTON,OH,45417,PROPRIETARY,67.0,4.2
3134,GOOD SAMARITAN HOSPITAL,2222 PHILADELPHIA DRIVE,DAYTON,OH,45406,NON-PROFIT,491.0,3.3
3135,MORROW COUNTY HOSPITAL,651 WEST MARION ROAD,MOUNT GILEAD,OH,43338,GOVERNMENT - LOCAL,22.0,N/A
3136,GENESIS HOSPITAL,2951 MAPLE AVENUE,ZANESVILLE,OH,43701,NON-PROFIT,321.0,2.0
3137,BRIGHAM CITY COMMUNITY HOSPITAL,950 SOUTH MEDICAL DRIVE,BRIGHAM CITY,UT,84302,PROPRIETARY,39.0,4.4
3138,BEAR RIVER VALLEY HOSPITAL,905 NORTH 1000 WEST,TREMONTON,UT,84337,NON-PROFIT,14.0,4.0
3139,COPPER HILLS YOUTH CENTER,5899 WEST RIVENDELL DRIVE,WEST JORDAN,UT,84081,PROPRIETARY,-999.0,3.2
3140,JORDAN VALLEY MEDICAL CENTER,3580 WEST 9000 SOUTH,WEST JORDAN,UT,84088,PROPRIETARY,183.0,3.5
3141,MESA VIEW REGIONAL HOSPITAL,1299 BERTHA HOWE AVENUE,MESQUITE,NV,89027,PROPRIETARY,25.0,2.3
3142,GOOD SAMARITAN HOSPITAL,800 FOREST AVENUE,ZANESVILLE,OH,43701,NON-PROFIT,271.0,3.3
3143,SAINT ELIZABETHS HOSPITAL,1100 ALABAMA AVENUE SE,WASHINGTON,DC,20032,GOVERNMENT - LOCAL,292.0,3.4
3144,US AIR FORCE HOSPITAL-TUCSON,DAVIS-MONTHAN AFB,TUCSON,AZ,85707,GOVERNMENT - FEDERAL,-999.0,4.7
3145,PUBLIC HEALTH SERV INDIAN HOSP,1623 HOSPITAL LOOP,OWYHEE,NV,89832,NOT AVAILABLE,-999.0,N/A
3146,OREGON STATE HOSPITAL JUNCTION CITY,29398 RECOVERY WAY,JUNCTION CITY,OR,97448,GOVERNMENT - STATE,-999.0,4.7
3147,NORTHEASTERN NEVADA REGIONAL HOSPITAL,2001 ERRECART BOULEVARD,ELKO,NV,89801,PROPRIETARY,50.0,2.2
3148,THE ORTHOPEDIC SPECIALTY HOSPITAL,5848 WEST FASHION BOULEVARD,MURRAY,UT,84107,NON-PROFIT,36.0,N/A
3149,ADENA REGIONAL MEDICAL CENTER,272 HOSPITAL ROAD,CHILLICOTHE,OH,45601,NON-PROFIT,261.0,2.6
3150,INTERMOUNTAIN MEDICAL CENTER,5121 SOUTH COTTONWOOD STREET,MURRAY,UT,84107,NON-PROFIT,452.0,N/A
3151,BANNER DESERT MEDICAL CENTER,1400 S. DOBSON RD.,MESA,AZ,85202,NON-PROFIT,489.0,2.5
3152,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX CAMPUS,1111 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,NON-PROFIT,640.0,N/A
3153,BANNER HEART HOSPITAL,6750 E. BAYWOOD AVE.,MESA,AZ,85206,NON-PROFIT,111.0,3.6
3154,JACKSON HOSPITAL,4250 HOSPITAL DR,MARIANNA,FL,32446,GOVERNMENT - DISTRICT/AUTHORITY,62.0,3.1
3155,SAINT MARY'S REGIONAL MEDICAL CENTER,235 WEST SIXTH STREET,RENO,NV,89503,NON-PROFIT,277.0,3.0
3156,OHIOHEALTH SHELBY HOSPITAL,199 WEST MAIN STREET,SHELBY,OH,44875,NON-PROFIT,40.0,2.6
3157,VA MEDICAL CENTER - CHILLICOTHE,17273 OH-104,CHILLICOTHE,OH,45601,GOVERNMENT - FEDERAL,-999.0,N/A
3158,CAMPBELLTON-GRACEVILLE HOSPITAL,5429 COLLEGE DR,GRACEVILLE,FL,32440,PROPRIETARY,25.0,4.7
3159,"SAINT ALPHONSUS MEDICAL CENTER - BAKER CITY, INC",3325 POCAHONTAS ROAD,BAKER CITY,OR,97814,NON-PROFIT,65.0,4.0
3160,SIERRA SURGERY HOSPITAL,1400 MEDICAL PKWY,CARSON CITY,NV,89703,NON-PROFIT,15.0,4.6
3161,BELLEVUE HOSPITAL,1400 WEST MAIN STREET,BELLEVUE,OH,44811,NON-PROFIT,59.0,3.1
3162,SALT LAKE REGIONAL MEDICAL CENTER,1050 EAST SOUTH TEMPLE,SALT LAKE CITY,UT,84102,PROPRIETARY,132.0,3.8
3163,SALEM HOSPITAL,"890 OAK STREET, SE",SALEM,OR,97301,NON-PROFIT,381.0,2.1
3164,SAMARITAN ALBANY GENERAL HOSPITAL,1046 6TH AVENUE SW,ALBANY,OR,97321,NON-PROFIT,73.0,2.3
3165,ST ANTHONY HOSPITAL,2801 ST ANTHONY WAY,PENDLETON,OR,97801,NON-PROFIT,30.0,2.8
3166,SILVER SPRINGS RURAL HEALTH CENTERS,3595 HWY 50 WEST,SILVER SPRINGS,NV,89429,NOT AVAILABLE,-999.0,3.2
3167,ST CHARLES PRINEVILLE,384 SE COMBS FLAT ROAD,PRINEVILLE,OR,97754,NON-PROFIT,-999.0,3.4
3168,REGIONS HOSPITAL,640 JACKSON STREET,ST PAUL,MN,55101,NON-PROFIT,454.0,3.0
3169,MEMORIAL HOSPITAL,715 SOUTH TAFT AVENUE,FREMONT,OH,43420,NON-PROFIT,100.0,4.5
3170,SOUTHERN OHIO MEDICAL CENTER,1805 27TH STREET,PORTSMOUTH,OH,45662,NON-PROFIT,436.0,3.2
3171,VETERANS ADMINISTRATION MEDICAL CENTER,500 FOOTHILL DRIVE,SALT LAKE CITY,UT,84108,GOVERNMENT - FEDERAL,121.0,4.1
3172,ALTA VIEW HOSPITAL,9660 SOUTH 1300 EAST,SANDY,UT,84094,NON-PROFIT,71.0,3.3
3173,SPRING MOUNTAIN TREATMENT CENTER,7000 WEST SPRING MOUNTAIN ROAD,LAS VEGAS,NV,89117,PROPRIETARY,82.0,2.4
3174,SUTTER COAST HOSPITAL,"555 5TH STREET,SUITE 2",BROOKINGS,OR,97415,NON-PROFIT,-999.0,2.9
3175,ASANTE THREE RIVERS MEDICAL CENTER,500 SW RAMSEY AVENUE,GRANTS PASS,OR,97527,NOT AVAILABLE,125.0,2.7
3176,HEALTH SOUTH REHABILITATION HOSPITAL,8074 SOUTH 1300 EAST,SANDY,UT,84094,PROPRIETARY,105.0,4.3
3177,SELECT SPECIALTY HOSPITAL-QUAD CITIES,1111 WEST KIMBERLY ROAD,DAVENPORT,IA,52806,PROPRIETARY,50.0,4.6
3178,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 PECOS RD,NORTH LAS VEGAS,NV,89086,GOVERNMENT - FEDERAL,190.0,4.2
3179,VIBRA SPECIALTY HOSPITAL OF PORTLAND,10300 NE HANCOCK STREET,PORTLAND,OR,97220,PROPRIETARY,73.0,3.3
3180,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,GOVERNMENT - FEDERAL,124.0,4.0
3181,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,1700 VEGAS DRIVE,LAS VEGAS,NV,89106,GOVERNMENT - FEDERAL,-999.0,4.2
3182,WILLIAM BEE RIRIE HOSPITAL,1500 AVENUE 'H',ELY,NV,89301,GOVERNMENT - DISTRICT/AUTHORITY,12.0,2.4
3183,MERCY TIFFIN HOSPITAL,45 ST LAWRENCE DRIVE,TIFFIN,OH,44883,NON-PROFIT,120.0,2.2
3184,WILSON MEMORIAL HOSPITAL,915 WEST MICHIGAN STREET,SIDNEY,OH,45365,NON-PROFIT,90.0,N/A
3185,ASANTE ASHLAND COMMUNITY HOSPITAL,280 MAPLE STREET,ASHLAND,OR,97520,NON-PROFIT,41.0,4.3
3186,ST CHARLES MEDICAL CENTER  BEND,2500 NE NEFF ROAD,BEND,OR,97701,NON-PROFIT,260.0,3.0
3187,PROVIDENCE MEDFORD MEDICAL CENTER,1111 CRATER LAKE AVENUE,MEDFORD,OR,97504,NON-PROFIT,126.0,3.1
3188,COMMUNITY MEMORIAL HOSPITAL,909 WEST 1ST STREET,SUMNER,IA,50674,NON-PROFIT,25.0,3.2
3189,VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,LAS VEGAS,NV,89106,PROPRIETARY,365.0,3.7
3190,HARSHA BEHAVIORAL CENTER INC,1420 E CROSSING BLVD,TERRE HAUTE,IN,47802,PROPRIETARY,36.0,3.4
3191,WILLOW SPRINGS CENTER,690 EDISON WAY,RENO,NV,89502,PROPRIETARY,116.0,2.8
3192,DOCTORS MEMORIAL HOSPITAL,2600 HOSPITAL DR,BONIFAY,FL,32425,GOVERNMENT - DISTRICT/AUTHORITY,20.0,2.7
3193,UNIVERSITY OF UTAH HOSPITAL,50 NORTH MEDICAL DRIVE,SALT LAKE CITY,UT,84112,GOVERNMENT - STATE,526.0,3.6
3194,SHRINERS HOSPITAL FOR CHILDREN,356 NORTH VIRGINIA STREET,SALT LAKE CITY,UT,84103,NON-PROFIT,40.0,4.9
3195,MERCY MEDICAL CENTER,1320 MERCY DRIVE NW,CANTON,OH,44708,NON-PROFIT,441.0,3.2
3196,UNIVERSITY OF UTAH NEUROPSYCHIATRIC INSTITUTE (UNI),501 CHIPETA WAY,SALT LAKE CITY,UT,84108,GOVERNMENT - STATE,94.0,3.2
3197,PIONEER VALLEY HOSPITAL,3460 SOUTH PIONEER PARKWAY,WEST VALLEY CITY,UT,84120,PROPRIETARY,101.0,2.8
3198,PRIMARY CHILDREN'S MEDICAL CENTER,100 MARIO CAPECCHI DRIVE,SALT LAKE CITY,UT,84113,NON-PROFIT,289.0,4.1
3199,ST. MARKS HOSPITAL,1200 EAST 3900 SOUTH,SALT LAKE CITY,UT,84124,PROPRIETARY,317.0,4.5
3200,HIGHLAND RIDGE HOSPITAL,7309 SOUTH 180 WEST,MIDVALE,UT,84047,PROPRIETARY,53.0,2.6
3201,LONE PEAK HOSPITAL,11925 S STATE ST,DRAPER,UT,84020,NOT AVAILABLE,-999.0,4.6
3202,RIVERTON HOSPITAL,3741 WEST 12600 SOUTH,RIVERTON,UT,84065,NON-PROFIT,92.0,3.4
3203,LUCAS COUNTY HEALTH CENTER,1200 NORTH 7TH STREET,CHARITON,IA,50049,GOVERNMENT - LOCAL,25.0,4.0
3204,MERCY MEDICAL CENTER,701 TENTH STREET SE,CEDAR RAPIDS,IA,52403,NON-PROFIT,454.0,3.2
3205,HARNEY DISTRICT HOSPITAL,557 W WASHINGTON STREET,BURNS,OR,97720,GOVERNMENT - DISTRICT/AUTHORITY,22.0,4.2
3206,ANAMOSA COMMUNITY HOSPITAL,104 BROADWAY PLACE,ANAMOSA,IA,52205,NON-PROFIT,38.0,2.8
3207,UTAH VALLEY SPECIALTY HOSPITAL,306 WEST RIVER BEND LANE,PROVO,UT,84604,NOT AVAILABLE,-999.0,4.2
3208,PROMISE HOSPITAL OF SALT LAKE,8TH AVENUE C STREET,SALT LAKE CITY,UT,84103,PROPRIETARY,41.0,N/A
3209,PROVO CANYON BEHAVIORAL HOSPITAL,1350 EAST 750 NORTH,OREM,UT,84097,PROPRIETARY,-999.0,2.7
3210,SALT LAKE BEHAVIORAL HEALTH,3802 SOUTH 700 EAST,SALT LAKE CITY,UT,84106,NOT AVAILABLE,-999.0,2.9
3211,MILFORD VALLEY MEMORIAL HOSPITAL,850 NORTH MAIN STREET,MILFORD,UT,84751,GOVERNMENT - DISTRICT/AUTHORITY,23.0,3.7
3212,SOUTH JORDAN HEALTH CENTER,5126 WEST DAYBREAK PARKWAY,SOUTH JORDAN,UT,84095,NOT AVAILABLE,-999.0,3.6
3213,VIEWPOINT ASSESSMENT CENTER,2732 WEST 2700 SOUTH,SYRACUSE,UT,84075,PROPRIETARY,-999.0,3.9
3214,LANDMARK HOSPITAL OF SALT LAKE CITY,4252 S BIRKHILL BLVD,MURRAY,UT,84107,PROPRIETARY,38.0,3.2
3215,UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,GOVERNMENT - STATE,1103.0,N/A
3216,MERCY HOSPITAL,500 EAST MARKET STREET,IOWA CITY,IA,52245,NON-PROFIT,234.0,3.2
3217,MOUNTAIN POINT MEDICAL CENTER,3000 NORTH TRIUMPH BLVD,LEHI,UT,84043,PROPRIETARY,-999.0,3.8
3218,DELTA COMMUNITY MEDICAL CENTER,126 SOUTH WHITE SAGE AVENUE,DELTA,UT,84624,NON-PROFIT,18.0,4.2
3219,FILLMORE COMMUNITY MEDICAL CENTER,674 SOUTH STATE HIGHWAY 99,FILLMORE,UT,84631,NON-PROFIT,19.0,4.8
3220,MEDINA MEMORIAL HOSPITAL,200 OHIO ST,MEDINA,NY,14103,NON-PROFIT,39.0,2.0
3221,GUNNISON VALLEY HOSPITAL,64 EAST 100 NORTH STREET,GUNNISON,UT,84634,GOVERNMENT - LOCAL,25.0,3.8
3222,HEBER VALLEY MEDICAL CENTER,1485 UNITED STATES HIGHWAY 40,HEBER,UT,84032,NON-PROFIT,19.0,3.9
3223,MOAB REGIONAL HOSPITAL,450 WEST WILLIAMS WAY,MOAB,UT,84532,NON-PROFIT,19.0,3.7
3224,SAN JUAN HOSPITAL,380 WEST 100 NORTH,MONTICELLO,UT,84535,GOVERNMENT - DISTRICT/AUTHORITY,25.0,4.6
3225,ELKHART GENERAL HOSPITAL,600 EAST BLVD,ELKHART,IN,46514,NON-PROFIT,270.0,3.3
3226,CURRY GENERAL HOSPITAL,94220 FOURTH STREET,GOLD BEACH,OR,97444,GOVERNMENT - DISTRICT/AUTHORITY,24.0,2.9
3227,BAY AREA HOSPITAL,1775 THOMPSON ROAD,COOS BAY,OR,97420,GOVERNMENT - DISTRICT/AUTHORITY,172.0,3.0
3228,COQUILLE VALLEY HOSPITAL DISTRICT,940 EAST 5TH STREET,COQUILLE,OR,97423,GOVERNMENT - DISTRICT/AUTHORITY,25.0,3.5
3229,SOUTHERN COOS HOSPITAL & HEALTH CENTER,900 11TH STREET SE,SE BANDON,OR,97411,GOVERNMENT - LOCAL,19.0,2.8
3230,LOWER UMPQUA HOSPITAL DISTRICT,600 RANCH ROAD,REEDSPORT,OR,97467,GOVERNMENT - DISTRICT/AUTHORITY,16.0,4.1
3231,MERCY MEDICAL CENTER,2700 NW STEWART PARKWAY,ROSEBURG,OR,97471,NON-PROFIT,125.0,3.2
3232,ST CHARLES MEDICAL CENTER  REDMOND,1253 N CANAL BLVD,REDMOND,OR,97756,NON-PROFIT,48.0,3.0
3233,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO,351 SW 9TH STREET,ONTARIO,OR,97914,NON-PROFIT,49.0,3.4
3234,LAKE DISTRICT HOSPITAL,700 SOUTH J STREET,LAKEVIEW,OR,97630,GOVERNMENT - DISTRICT/AUTHORITY,71.0,3.4
3235,PEACEHEALTH COTTAGE GROVE COMMUNITY HOSPITAL,1515 VILLAGE DRIVE COTTAGE,COTTAGE GROVE,OR,97424,NON-PROFIT,14.0,2.8
3236,MCKENZIE-WILLAMETTE MEDICAL CENTER,1460 G STREET,SPRINGFIELD,OR,97477,PROPRIETARY,113.0,3.2
3237,OTIS R BOWEN CENTER FOR HUMAN SERVICES INC,1535 PROVIDENT DR,WARSAW,IN,46580,NON-PROFIT,16.0,N/A
3238,SANPETE VALLEY HOSPITAL,1100 SOUTH MEDICAL DRIVE,MOUNT PLEASANT,UT,84647,NON-PROFIT,18.0,3.4
3239,INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC,2209 JOHN R WOODEN DR,MARTINSVILLE,IN,46151,NON-PROFIT,92.0,2.8
3240,KINDRED HOSPITAL - DALLAS,9525 GREENVILLE AVE,DALLAS,TX,75243,PROPRIETARY,110.0,4.5
3241,CARILION GILES COMMUNITY HOSPITAL,159 HARTLEY WAY,PEARISBURG,VA,24134,NON-PROFIT,25.0,4.0
3242,BON SECOURS ST FRANCIS WATKINS CENTRE,601 WATKINS CENTRE PKWY,MIDLOTHIAN,VA,23113,NON-PROFIT,16.0,3.3
3243,PEACE HARBOR HOSPITAL,400 9TH STREET,FLORENCE,OR,97439,NON-PROFIT,21.0,2.6
3244,SACRED HEART UNIVERSITY DISTRICT,1255 HILYARD STREET,EUGENE,OR,97401,NON-PROFIT,-999.0,2.3
3245,SKY LAKES MEDICAL CENTER,2865 DAGGETT AVENUE,KLAMATH FALLS,OR,97601,NON-PROFIT,98.0,3.0
3246,SACRED HEART MEDICAL CENTER RIVERBEND,3333 RIVERBEND DRIVE,SPRINGFIELD,OR,97477,NON-PROFIT,383.0,2.0
3247,KAISER SUNNYSIDE MEDICAL CENTER,10180 SE SUNNYSIDE ROAD,CLACKAMAS,OR,97015,NON-PROFIT,269.0,3.1
3248,LEGACY MERIDIAN PARK MEDICAL CENTER,19300 SW 65TH AVENUE,TUALATIN,OR,97062,NON-PROFIT,130.0,3.2
3249,HIND GENERAL HOSPITAL LLC,101 W 61ST AVE,HOBART,IN,46342,PROPRIETARY,8.0,2.0
3250,MERCY HOSPITAL OF FRANCISCAN SISTERS,201 8TH AVENUE SOUTHEAST,OELWEIN,IA,50662,NON-PROFIT,25.0,N/A
3251,PROVIDENCE MILWAUKIE HOSPITAL,10150 SE 32ND AVENUE,MILWAUKIE,OR,97222,NON-PROFIT,63.0,3.2
3252,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,1500 DIVISION STREET,OREGON CITY,OR,97045,NON-PROFIT,89.0,2.9
3253,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,7171 SOUTH 51ST AVENUE,LAVEEN,AZ,85339,NON-PROFIT,16.0,2.3
3254,COLUMBIA MEMORIAL HOSPITAL,2111 EXCHANGE STREET,ASTORIA,OR,97103,NON-PROFIT,242.0,2.8
3255,PHOENIX CHILDREN'S HOSPITAL AT DIGNITY HEALTH'S MERCY GILBERT,3555 SOUTH VAL VISTA DRIVE,GILBERT,AZ,85297,NOT AVAILABLE,22.0,2.3
3256,TMC HEALTHCARE CENTER FOR GEROPSYCH,"2221 NORTH ROSEMONT BOULEVARD,BLDG 3, SUITE 200",TUCSON,AZ,85712,NOT AVAILABLE,16.0,N/A
3257,ELMENDORF AFB HOSPITAL,5955 ZEAMER AVE.,ANCHORAGE,AK,99506,GOVERNMENT - FEDERAL,57.0,3.3
3258,QUAIL RUN BEHAVIORAL HEALTH,2545 WEST QUAIL AVENUE,PHOENIX,AZ,85027,PROPRIETARY,102.0,3.1
3259,NORTH STAR HOSPITAL - BRAGAW CAMPUS,1650 BRAGAW STREET,ANCHORAGE,AK,99508,PROPRIETARY,-999.0,N/A
3260,NORTH STAR HOSPITAL - DEBARR CAMPUS,2530 DEBARR ROAD,ANCHORAGE,AK,99508,PROPRIETARY,200.0,2.1
3261,CORDOVA COMMUNITY MEDICAL CENTER,602 CHASE AVE.,CORDOVA,AK,99574,GOVERNMENT - LOCAL,23.0,3.7
3262,PROVIDENCE SEASIDE HOSPITAL,725 S WAHANNA ROAD,SEASIDE,OR,97138,NON-PROFIT,47.0,2.7
3263,ST. ELIAS SPECIALTY HOSPITAL,4800 CORDOVA STREET,ANCHORAGE,AK,99503,PROPRIETARY,-999.0,3.7
3264,YUKON - KUSKOKWIM DELTA REGIONAL HOSPITAL,700 CHIEF EDDIE HOFFMAN HIGHWAY,BETHEL,AK,99559,NON-PROFIT,37.0,2.0
3265,CEDAR HILLS HOSPITAL,SW EASTRIDGE STREET,PORTLAND,OR,97225,PROPRIETARY,78.0,2.6
3266,PROVIDENCE ST VINCENT MEDICAL CENTER,9205 SW BARNES ROAD,PORTLAND,OR,97225,NON-PROFIT,528.0,3.1
3267,KINDRED HOSPITAL- INDIANAPOLIS SOUTH,607 S GREENWOOD SPRINGS DR,GREENWOOD,IN,46143,PROPRIETARY,52.0,3.5
3268,TUALITY COMMUNITY HOSPITAL,335 SE 8TH AVENUE,HILLSBORO,OR,97123,NON-PROFIT,215.0,N/A
3269,SARTORI MEMORIAL HOSPITAL,515 COLLEGE STREET,CEDAR FALLS,IA,50613,NON-PROFIT,101.0,N/A
3270,FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE CENTRAL,1501 HARTFORD ST,LAFAYETTE,IN,47904,NON-PROFIT,302.0,2.3
3271,BARRETT HOSPITAL & HEALTHCARE,600 HWY 91 SOUTH,DILLON,MT,59725,GOVERNMENT - DISTRICT/AUTHORITY,25.0,5.0
3272,WINSTON MEDICAL CETNER,923 SOUTH CHURCH STREET,LOUSVILLE,MS,39339,NON-PROFIT,41.0,N/A
3273,COVENANT MEDICAL CENTER,3421 WEST 9TH STREET,WATERLOO,IA,50702,NON-PROFIT,346.0,3.0
3274,MID-COLUMBIA MEDICAL CENTER,1700 E 19TH STREET,THE DALLES,OR,97015,NON-PROFIT,49.0,N/A
3275,AFFINITY MEDICAL CENTER,875 EIGHTH STREET NE,MASSILLON,OH,44646,PROPRIETARY,156.0,N/A
3276,ALLIANCE COMMUNITY HOSPITAL,200 EAST STATE STREET,ALLIANCE,OH,44601,NON-PROFIT,255.0,2.6
3277,ACUTE CARE SPECIALTY HOSPITAL - AULTMAN,2000 SIXTH STREET,CANTON,OH,44710,NON-PROFIT,30.0,N/A
3278,AULTMAN HOSPITAL WEST,2051 WALES AVENUE NW,MASSILLON,OH,44646,NON-PROFIT,8.0,3.6
3279,AULTMAN HOSPITAL,2600 SIXTH STREET SW,CANTON,OH,44710,NON-PROFIT,820.0,3.0
3280,WALLOWA MEMORIAL HOSPITAL,601 MEDICAL PARKWAY,ENTERPRISE,OR,97828,GOVERNMENT - DISTRICT/AUTHORITY,57.0,4.2
3281,GRANDE RONDE HOSPITAL,900 SUNSET DRIVE,LA GRANDE,OR,97850,NON-PROFIT,25.0,2.9
3282,WEST VALLEY HOSPITAL,525 SE WASHINGTON STREET,DALLAS,OR,97338,NON-PROFIT,15.0,2.5
3283,MERCY MEDICAL CENTER-CENTERVILLE,ONE ST. JOSEPH DRIVE,CENTERVILLE,IA,52544,NON-PROFIT,45.0,3.1
3284,MITCHELL COUNTY MEMORIAL HOSPITAL,616 NORTH 8TH STREET,OSAGE,IA,50461,GOVERNMENT - LOCAL,25.0,N/A
3285,MONROE COUNTY HOSPITAL,6580 165TH ST,ALBIA,IA,52531,GOVERNMENT - LOCAL,25.0,3.0
3286,KINDRED HOSPITAL NORTHERN INDIANA,"215 W 4TH ST,STE 200",MISHAWAKA,IN,46544,PROPRIETARY,32.0,N/A
3287,EUREKA COMMUNITY HEALTH SERVICES,410 9TH STREET,EUREKA,SD,57437,NON-PROFIT,6.0,N/A
